id,parola_target,parola_vietata1,parola_vietata2,parola_vietata3,parola_vietata4,parola_vietata5
1084,ZOOMING,GETTING_CLOSER,MAGNIFYING,VIDEO_CALLS,DETAIL,VISUAL
1085,CRUSHING,FALLING_FOR,CRUSH,INTEREST,ATTRACTION,PERSON
1086,EINSTEIN,PHYSICIST,THEORY,RELATIVITY,GENIUS,SCIENTIST
1087,OSLO,NORWAY,FJORDS,SCANDINAVIA,NORDIC,COLD
1088,MEMED,MEME,RIDICULED,VIRAL,INTERNET,JOKE
1089,CHILLING,RELAXING,CALM,CALMING_DOWN,RESTING,LAID_BACK
1090,BOLT,JAMAICA,SPRINTER,USAIN,OLYMPICS,ATHLETICS
1091,BERLIN,GERMANY,WALL,CAPITAL,EUROPE,GATE
1092,CHILLNESS,TRANQUILITY,CALM,SERENITY,PEACE,RELAX
1093,BAITING,PROVOKING,TRAP,ATTRACTING,REACTION,BAIT
1094,FREUD,PSYCHOANALYSIS,PSYCHOLOGY,SIGMUND,UNCONSCIOUS,VIENNA
1095,CAIRO,EGYPT,PYRAMIDS,NILE,SPHINX,PHARAOHS
1096,RIZZING,ATTRACTING,CHARM,INTEREST,SEXUAL,EXCITING
1097,DOXXING,PUBLISHING,DATA,PERSONAL,PRIVACY,IDENTITY
1098,BANKSY,ARTIST,STREET,MURALS,ANONYMOUS,GRAFFITI
1099,MOSCOW,RUSSIA,KREMLIN,RED,SQUARE,CAPITAL
1100,MOOD,ATMOSPHERE,MOOD,FEELING,STATE,MIND
1101,FAILING,FAILING,FAILING,SCHOOL,EXAM,INSUFFICIENCY
1102,CHAPLIN,CINEMA,SILENT,CHARLIE,ACTOR,COMIC
1103,DELHI,INDIA,ASIA,POLLUTION,CHAOTIC,TAJ
1104,VIBE_CHECKING,ANALYZING,ATMOSPHERE,SITUATION,FEELING,MOOD
1105,CASTING,SELECTING,CHOOSING,ACTORS,AUDITION,ROLE
1106,CLINTON,PRESIDENT,BILL,HILLARY,AMERICA,POLITICS
1107,OSAKA,JAPAN,CITY,ASIA,CASTLE,COMMERCE
1108,SPOTTING,SEEING,NOTICING,IDENTIFYING,SIGHTING,RECOGNIZING
1109,SKIPPING,JUMPING,AVOIDING,PASSING,IGNORING,OVERCOMING
1110,CUMBERBATCH,ACTOR,SHERLOCK,BENEDICT,ENGLISH,CINEMA
1111,BOLOGNA,ITALY,UNIVERSITY,TOWERS,EMILIA,RED
1112,RATIO,PROPORTION,COMPARISON,VICTORY,SOCIAL,DISCUSSION
1113,SPLITTING,DIVIDING,SHARING,HALF,SHARING,MIDDLE
1114,JOHANSSON,ACTRESS,SCARLETT,HOLLYWOOD,AVENGERS,AMERICAN
1115,HELSINKI,FINLAND,SCANDINAVIA,BALTIC,NORDIC,SAUNA
1116,SPOTTING,SEARCHING,FINDING,DESIRING,DISCOVERING,IDENTIFYING
1117,CAPPING,LIMITING,MAXIMUM,QUANTITY,CEILING,IMPOSING
1118,ANGELINA,JOLIE,ACTRESS,HOLLYWOOD,AMERICAN,CINEMA
1119,LYON,FRANCE,CITY,RHONE,GASTRONOMY,SILK
1120,BUGGED,DEFECTIVE,ERROR,MALFUNCTION,VIDEO_GAME,TECHNICAL
1121,FARMABLE,COLLECTING,RESOURCES,GAME,CULTIVATING,REPEATING
1122,EDISON,INVENTOR,LIGHT_BULB,THOMAS,ELECTRICITY,SCIENTIST
1123,EDINBURGH,SCOTLAND,CASTLE,FESTIVAL,HIGHLANDS,BRITISH
1124,GETTING_WASTED,DRINKING,ALCOHOL,GETTING_DRUNK,BOTTLE,PARTY
1125,DROPSHIPPING,SELLING,SHIPPING,ECOMMERCE,BUSINESS,ONLINE
1126,MARADONA,SOCCER,ARGENTINA,NAPLES,HAND,DIEGO
1127,ZURICH,SWITZERLAND,BANKS,LAKE,ALPINE,FINANCIAL
1128,TRASHED,VULGAR,BAD,TASTE,TACKY,RIDICULOUS
1129,HOOKUP,MEETING,CASUAL,DATE,ROMANTIC,ADVENTURE
1130,PUTIN,PRESIDENT,RUSSIA,VLADIMIR,KREMLIN,POLITICS
1131,DUBLIN,IRELAND,GUINNESS,GREEN,CELTIC,EUROPEAN
1132,CRINGEY,EMBARRASSING,ANNOYING,UNCOMFORTABLE,RIDICULOUS,AWKWARD
1133,PASSING,SENDING,BALL,MESSAGE,PASSING,DELIVERING
1134,TOTTI,SOCCER_PLAYER,ROME,FRANCESCO,SPOON,CAPTAIN
1135,TAIPEI,TAIWAN,CHINA,ASIA,ISLAND,ORIENTAL
1136,BEEFING,ARGUING,CLASH,DISCUSSION,CONFLICT,RIVALRY
1137,CRAFTING,CREATING,BUILDING,MAKING,REALIZING,MINECRAFT
1138,MCCARTNEY,BEATLES,PAUL,MUSIC,SINGER,BAND
1139,CRACOW,POLAND,MEDIEVAL,EUROPE,EASTERN,VISTULA
1140,SHAREABLE,SHAREABLE,SOCIAL,VIRAL,INTERESTING,PUBLISHING
1141,GRINDING,STRUGGLING,COMMITTING,WORKING,SWEATING,EFFORT
1142,HAWKING,SCIENTIST,STEPHEN,PHYSICS,TIME,DISABILITY
1143,MILAN,ITALY,FASHION,DUOMO,GALLERY,LOMBARDY
1144,TOXIC,NEGATIVE,ANNOYING,HARMFUL,UNBEARABLE,RELATIONSHIP
1145,WALLING,IGNORING,RESPONDING,WALL,VIEWING,MESSAGES
1146,MANDELA,SOUTH_AFRICA,NELSON,APARTHEID,FREEDOM,PEACE
1147,GENOA,ITALY,PORT,LIGURIA,SEA,LANTERN
1148,COPING,FACING,STRATEGY,PROBLEM,MANAGING,MECHANISM
1149,SIMP,WORSHIPPER,SUBMISSIVE,SUITOR,EXCESSIVE,OBSESSED
1150,OBAMA,PRESIDENT,BARACK,AMERICA,POLITICS,DEMOCRATIC
1151,DUBLIN,IRELAND,CAPITAL,GUINNESS,GREEN,LIFFEY
1152,SCAMMED,CHEATED,DECEIVED,RIPPED_OFF,SWINDLE,MONEY
1153,DRIPPING,DRESSING,ELEGANT,FASHION,CLOTHING,STYLE
1154,MALALA,ACTIVIST,PAKISTANI,NOBEL,EDUCATION,RIGHTS
1155,ATHENS,GREECE,ACROPOLIS,ANCIENT,PARTHENON,OLYMPICS
1156,CRACKING,VIOLATING,HACKER,SECURITY,ACCESS,PASSWORD
1157,STALKING,SPYING,OBSESSIVELY,CONTROLLING,MONITORING,FOLLOWING
1158,GANDHI,INDIA,MAHATMA,PEACE,INDEPENDENCE,NONVIOLENCE
1159,MELBOURNE,AUSTRALIA,VICTORIA,OCEANIA,TENNIS,SPORT
1160,BROTHER,FRIEND,BROTHER,COMPANION,CONFIDANT,ALLY
1161,INFLUENCER,SOCIAL,FOLLOWERS,SPONSORSHIPS,CONTENT,FOLLOWERS
1162,ROWLING,POTTER,HARRY,WRITER,BOOKS,JOANNE
1163,FRANKFURT,GERMANY,FINANCIAL,MAIN,EUROPEAN,BANKS
1164,WEE_BIT,LITTLE,SMALL,QUANTITY,MINIMAL,LIGHT
1165,UNFIT,PHYSICAL,POOR,TRAINING,LAZINESS,SHAPE
1166,HITCHCOCK,CINEMA,ALFRED,DIRECTOR,THRILLER,SUSPENSE
1167,MONTERREY,MEXICO,LATIN,AMERICA,MOUNTAINS,INDUSTRIAL
1168,CRINGE_FEST,SITUATION,EMBARRASSING,SERIES,AWKWARD,UNCOMFORTABLE
1169,CLOUT,FAME,INFLUENCE,NOTORIETY,POPULARITY,PRESTIGE
1170,MOZART,MUSIC,CLASSICAL,WOLFGANG,COMPOSER,SALZBURG
1171,BRUSSELS,BELGIUM,EUROPEAN,CAPITAL,ATOMIUM,GRAND
1172,YEET,THROWING,TOSSING,EXCLAMATION,SLANG,INTERNET
1173,UNFOLLOWED,STOPPING,FOLLOWING,SOCIAL,ACCOUNTS,ABANDONING
1174,VERSACE,FASHION,DESIGNER,LUXURY,GIANNI,MEDUSA
1175,WARSAW,POLAND,EUROPE,EASTERN,VISTULA,CAPITAL
1176,CAPPED,LIMITED,RESTRICTED,BLOCKED,MAXIMUM,CEILING
1177,TILTED,NERVOUS,AGITATED,ANGRY,VIDEO_GAMES,UPSET
1178,TIGER,WOODS,GOLF,CHAMPION,SPORT,AMERICAN
1179,BRATISLAVA,SLOVAKIA,DANUBE,EUROPE,CASTLE,EASTERN
1180,ROASTING,MOCKING,CRITICIZING,MAKING,FUN,HUMILIATING
1181,POSTING,PUBLISHING,SHARING,SOCIAL,INTERNET,PHOTO
1182,JORDAN,BASKETBALL,MICHAEL,CHICAGO,CHAMPION,NBA
1183,MONTEVIDEO,URUGUAY,SOUTH_AMERICA,LATIN,ATLANTIC,CAPITAL
1184,DRIP,STYLE,CLOTHING,FASHION,ELEGANCE,SWAG
1185,SHOPPING,BUYING,PURCHASING,SHOPPING,STORE,SPENDING
1186,BOWIE,DAVID,SINGER,ROCK,MUSICIAN,ZIGGY
1187,DENVER,AMERICA,COLORADO,MOUNTAINS,UNITED,STATES
1188,SMURF,BLUE,SMALL,CHARACTER,CARTOON,HAT
1189,JAR,GLASS,CONTAINER,PRESERVING,CLOSING,KITCHEN
1190,PARACHUTE,FLYING,JUMPING,AIR,SAFETY,EMERGENCY
1191,OREGANO,HERB,AROMATIC,PIZZA,COOKING,SPICE
1192,MUMMY,EGYPT,BANDAGES,ANCIENT,PHARAOH,SARCOPHAGUS
1193,ALGORITHM,MATHEMATICS,CALCULATION,COMPUTER_SCIENCE,PROBLEM,SOLUTION
1194,VORTEX,ROTATION,WATER,WIND,TORNADO,SPIRAL
1195,DONUT,SWEET,SUGAR,HOLE,GLAZE,FRIED
1196,JUNK,OBJECT,USELESS,OLD,CONFUSION,DISORDER
1197,PENGUIN,ANTARCTIC,COLD,BIRD,BLACK,WHITE
1198,SAXOPHONE,INSTRUMENT,JAZZ,MUSICAL,WIND,BRASS
1199,BEACH_UMBRELLA,BEACH,SUN,SEA,SHADE,SUMMER
1200,CATAPULT,LAUNCHING,WEAPON,MEDIEVAL,PROJECTILE,SIEGE
1201,DINOSAUR,EXTINCT,PREHISTORIC,LARGE,FOSSIL,REPTILE
1202,MICROSCOPE,MAGNIFYING,SCIENCE,LABORATORY,LENS,OBSERVING
1203,WEREWOLF,WOLF,WEREWOLF,MOON,TRANSFORMATION,LEGEND
1204,ORIGAMI,PAPER,FOLDING,JAPANESE,ART,FIGURES
1205,FIREFLY,INSECT,LUMINOUS,NIGHT,SHINING,SUMMER
1206,RHINOCEROS,ANIMAL,HORN,LARGE,AFRICAN,MAMMAL
1207,TARANTULA,SPIDER,VENOMOUS,HAIRY,FEAR,ARACHNID
1208,JUGGLER,CIRCUS,BALLS,THROWING,SKILL,SHOW
1209,ACCORDION,INSTRUMENT,MUSICAL,KEYBOARD,BELLOWS,PLAYING
1210,TRAFFIC_LIGHT,ROAD,RED,GREEN,YELLOW,CROSSING
1211,CLOWN,CIRCUS,NOSE,RED,MAKEUP,FUNNY
1212,HELICOPTER,FLYING,BLADES,AIRCRAFT,TRANSPORT,ROTOR
1213,CRAB,SEA,CLAWS,CRUSTACEAN,SAND,WALKING
1214,MICROSCOPE,LENS,MAGNIFYING,SCIENCE,CELL,OBSERVING
1215,PINEAPPLE,FRUIT,TROPICAL,SWEET,EXOTIC,HAWAII
1216,LIGHTNING_ROD,ELECTRICITY,PROTECTION,LIGHTNING,STORM,SAFETY
1217,TOOTHPASTE,TEETH,WASHING,PASTE,TOOTHBRUSH,MINT
1218,WIG,HAIR,FAKE,WEARING,DISGUISE,HEAD
1219,MEATBALL,MEAT,FOOD,SAUCE,COOKING,ROUND
1220,BROCCOLI,VEGETABLE,GREEN,VEGETABLE,CAULIFLOWER,HEALTH
1221,SLIPPER,HOME,FOOTWEAR,COMFORTABLE,SOFT,FEET
1222,BALLOON,INFLATING,COLORFUL,PARTY,HELIUM,FLYING
1223,KNIFE,CUTTING,BLADE,KITCHEN,SHARP,UTENSIL
1224,ARMCHAIR,SITTING,COMFORTABLE,LIVING_ROOM,RELAX,SITTING
1225,SQUID,SEA,TENTACLES,FISH,MOLLUSK,INK
1226,TRAMPOLINE,JUMPING,ELASTIC,BOUNCING,HEIGHT,ACROBATIC
1227,KITE,WIND,FLYING,STRING,SKY,BEACH
1228,BLACKBOARD,SCHOOL,WRITING,CHALK,CLASS,TEACHER
1229,BINOCULARS,LOOKING,FAR,MAGNIFYING,LENS,OBSERVING
1230,PARROT,BIRD,TALKING,COLORFUL,REPEATING,TROPICAL
1231,SPACESHIP,SPACE,FLYING,EXTRATERRESTRIAL,UNIVERSE,JOURNEY
1232,CAR,CAR,DRIVING,VEHICLE,ENGINE,TRANSPORT
1233,FAN,AIR,COOL,BLADES,SUMMER,HOT
1234,HORN,PLAYING,PARTY,NOISE,CARNIVAL,INSTRUMENT
1235,CHESSBOARD,GAME,CHESS,SQUARES,WHITE,BLACK
1236,ASTRONAUT,SPACE,SUIT,GRAVITY,MISSION,SPACECRAFT
1237,VACUUM_CLEANER,CLEANING,HOME,DUST,APPLIANCE,FLOOR
1238,CARNIVAL,PARTY,COSTUME,MASKS,PARADE,CONFETTI
1239,PIANO,INSTRUMENT,MUSICAL,KEYS,PLAYING,CLASSICAL
1240,CROCODILE,ANIMAL,REPTILE,TEETH,WATER,FIERCE
1241,MOSQUITO,INSECT,STINGING,BLOOD,BUZZING,SUMMER
1242,SPIN_CYCLE,DRYING,LAUNDRY,WASHING_MACHINE,ROTATION,APPLIANCE
1243,SUNFLOWER,FLOWER,LARGE,YELLOW,SEEDS,SUN
1244,PICKLE,PRESERVE,VINEGAR,VEGETABLE,JAR,SWEET_AND_SOUR
1245,SOFA,SITTING,LIVING_ROOM,SOFT,COMFORTABLE,REST
1246,LIZARD,REPTILE,TAIL,GREEN,SUN,CRAWLING
1247,CHEESE,MILK,FOOD,CURD,CHEESES,GORGONZOLA
1248,BALL,SOCCER,PLAYING,ROUND,SPORT,INFLATING
1249,HOT_AIR_BALLOON,FLYING,HOT,AIR,BASKET,SKY
1250,SNAIL,SLOW,SHELL,SLIME,GARDEN,SNAIL
1251,REMOTE_CONTROL,TELEVISION,BUTTONS,CONTROL,DISTANCE,CHANNEL
1252,TABLECLOTH,TABLE,COVERING,EATING,FABRIC,KITCHEN
1253,RADIATOR,HEAT,HEATING,WINTER,HOME,WARM
1254,JAM,FRUIT,SWEET,JAR,BREAKFAST,BREAD
1255,CRUMB,BREAD,SMALL,FRAGMENT,SWEEPING,TABLE
1256,KEYCHAIN,KEYS,ACCESSORY,KEEPING,TOGETHER,POCKET
1257,HANDRAIL,STAIRS,LEANING,SAFETY,SUPPORT,CLIMBING
1258,ROLLING_PIN,KITCHEN,PASTA,ROLLING,WOOD,DOUGH
1259,HORSE,ANIMAL,GALLOP,RIDING,MAMMAL,MANE
1260,PUPPET,MARIONETTE,WOOD,STRINGS,ANIMATING,SHOW
1261,LADYBUG,INSECT,RED,DOTS,LUCK,FLYING
1262,UMBRELLA,RAIN,SHELTERING,COVERING,OPENING,WATER
1263,SKATES,SLIDING,ICE,WHEELS,SPORT,SPEED
1264,CLAW,ANIMAL,NAIL,SCRATCHING,GRABBING,PREDATOR
1265,CROISSANT,BREAKFAST,SWEET,PASTRY,PUFF,COFFEE
1266,NAPKIN,WIPING,MOUTH,PAPER,FABRIC,TABLE
1267,WHISTLE,REFEREE,PLAYING,SIGNAL,CALL,ATTENTION
1268,MILL,GRAIN,GRINDING,WIND,FLOUR,BLADES
1269,BUTTERFLY,INSECT,FLYING,COLORFUL,WINGS,CATERPILLAR
1270,CALENDAR,DAYS,MONTHS,DATE,YEAR,TIME
1271,THERMOMETER,TEMPERATURE,FEVER,MEASURING,DEGREES,MERCURY
1272,RABBIT,ANIMAL,EARS,SOFT,CARROT,JUMPING
1273,TOOTHBRUSH,TEETH,CLEANING,HYGIENE,ORAL,BRUSHING
1274,BRUSH,PAINTING,COLOR,PAINTING,ART,BRISTLES
1275,HAMMER,NAIL,HITTING,TOOL,WOOD,CARPENTER
1276,SUGAR,SWEET,WHITE,SPOON,COFFEE,GRANULES
1277,SCREWDRIVER,SCREW,SCREWING,TOOL,MANUAL,DIY
1278,COMIC,DRAWING,STORY,VIGNETTES,DIALOGUE,READING
1279,MANDOLIN,INSTRUMENT,MUSICAL,STRINGS,NEAPOLITAN,PLAYING
1280,SUBSCRIPTION,SERVICE,PAYMENT,PERIODIC,MONTHLY,REGISTRATION
1281,LAMP,LIGHT,ILLUMINATING,TURNING_ON,BULB,SWITCH
1282,POT,COOKING,FOOD,STOVE,METAL,LID
1283,ANTEATER,ANIMAL,ANT,TONGUE,MAMMAL,SOUTH_AMERICA
1284,PEPPER,VEGETABLE,RED,YELLOW,GREEN,VEGETABLE
1285,RACKET,TENNIS,SPORT,HITTING,BALL,HANDLE
1286,INKWELL,INK,PEN,WRITING,CONTAINER,ANCIENT
1287,TOWELETTE,DRYING,WET,CLEANING,BATHROOM,HANDS
1288,BLUEPRINT,TECHNIQUE,PRINTING,BLUE,DRAWING,PROJECT
1289,CUFF,SHIRT,WRIST,CLOTHING,BUTTON,CUFFLINKS
1290,NECKLACE,JEWELRY,NECK,PEARLS,PENDANT,ACCESSORY
1291,CLOAK,WEARING,DRESS,LONG,COVERING,MEDIEVAL
1292,ANCHOVY,FISH,SALTY,SEA,SMALL,PRESERVE
1293,BLENDER,FRUIT,SMOOTHIE,APPLIANCE,BLADES,MIXER
1294,RAINCOAT,RAIN,DRESS,WATER,PROTECTION,JACKET
1295,PILLOW,BED,SOFT,SLEEPING,SOFA,HEAD
1296,HANDS,CLOCK,TIME,TURNING,MINUTES,HOURS
1297,CURTAIN,WINDOW,COVERING,LIGHT,FABRIC,PRIVACY
1298,BRUSH,PAINTING,PAINTING,ART,BRISTLES,COLOR
1299,LIGHTER,FIRE,FLAME,CIGARETTE,LIGHTING,SMOKING
1300,KNEE_PAD,PROTECTION,KNEE,SPORT,FALL,SAFETY
1301,FAUCET,WATER,BATHROOM,KITCHEN,SINK,OPENING
1302,HANGER,HANGING,CLOTHES,CLOSET,SHIRT,COAT_HANGER
1303,CARD,DOCUMENT,IDENTIFICATION,PLASTIC,CARD,MEMBER
1304,BOX,CONTAINER,OBJECTS,CLOSED,CARDBOARD,STORING
1305,CELL_PHONE,CELL_PHONE,CALLING,PORTABLE,COMMUNICATING,MESSAGES
1306,MANDARIN,FRUIT,CITRUS,ORANGE,PEEL,SEGMENTS
1307,LARGE_BRUSH,PAINTING,LARGE,WALL,HOUSE_PAINTER,PAINTING
1308,CLOG,SHOE,WOOD,FOOT,FOOTWEAR,TRADITIONAL
1309,HOURGLASS,TIME,SAND,FLOWING,MEASURING,GLASS
1310,LANTERN,LIGHT,FLAME,PORTABLE,ILLUMINATING,DARKNESS
1311,T_SHIRT,CLOTHING,WEARING,COTTON,DRESS,GARMENT
1312,TOWEL,BATHROOM,DRYING,SHOWER,SOFT,SPONGE
1313,WALLET,MONEY,CARDS,DOCUMENT,POCKET,CONTAINING
1314,ALLEN_WRENCH,KEY,HEXAGONAL,SCREW,TOOL,ASSEMBLY
1315,BAGPIPE,INSTRUMENT,MUSICAL,WIND,CHRISTMAS,TRADITIONAL
1316,HAMMOCK,RESTING,TREES,SWINGING,SUSPENDED,RELAX
1317,FUR,ANIMAL,DRESS,WARM,FUR,WINTER
1318,PADLOCK,CLOSING,SECURITY,CHAIN,KEY,PROTECTION
1319,CHEESE,MILK,AGED,DAIRY,RENNET,CHEESES
1320,HANGER,HANGING,CLOTHES,CLOSET,HANGER,SHIRT
1321,STEERING_WHEEL,DRIVING,CAR,STEERING,CIRCULAR,HANDS
1322,BASKET,TRASH,THROWING,CONTAINER,GARBAGE,COLLECTING
1323,FUNNEL,POURING,LIQUID,BOTTLE,CHANNELING,TRANSFERRING
1324,MUFFIN,SWEET,SMALL,CHOCOLATE,CUPCAKE,OVEN
1325,COMB,HAIR,DETANGLING,HAIRSTYLE,TEETH,COMBING
1326,FORK,CUTLERY,EATING,PRONGS,TABLE,UTENSIL
1327,KEYBOARD,COMPUTER,WRITING,TYPING,KEYS,LETTERS
1328,NOTEBOOK,WRITING,NOTES,SMALL,PAPER,NOTES
1329,TART,SWEET,PASTRY,SHORTCRUST,JAM,FRUIT
1330,MICROWAVE,HEATING,FOOD,APPLIANCE,FAST,KITCHEN
1331,APRON,KITCHEN,PROTECTING,CLOTHES,COOKING,WEARING
1332,VIOLIN,INSTRUMENT,MUSICAL,BOW,STRINGS,CLASSICAL
1333,SCOOTER,WHEELS,PUSHING,TRANSPORT,SCOOTER,DRIVING
1334,DRUMS,INSTRUMENT,MUSICAL,PERCUSSION,DRUMS,PLAYING
1335,SUCTION_CUP,ATTACHING,VACUUM,SUCKING,SURFACE,BATHROOM
1336,TOOTHPICK,SMALL,WOOD,MOUTH,TEETH,USING
1337,STAMP,LETTER,MAIL,SENDING,COLLECTION,POSTAGE
1338,GLOBE,EARTH,GLOBE,GEOGRAPHY,ROTATING,CONTINENTS
1339,BUTTON,CLOSURE,SHIRT,PLASTIC,CLOTHING,FASTENING
1340,SHOVEL,DIGGING,SAND,COLLECTING,CHILDREN,TOOL
1341,CORKSCREW,WINE,OPENING,BOTTLE,CORK,UTENSIL
1342,BOW,GIFT,RIBBON,DECORATION,PACKAGE,PARTY
1343,SCALE,WEIGHT,WEIGHING,MEASURING,KITCHEN,BATHROOM
1344,LIFE_PRESERVER,SEA,FLOATING,SAVING,RING,WATER
1345,BASKET,LAUNDRY,WASHING_MACHINE,CONTAINER,LAUNDRY,CLOTHES
1346,DOORMAT,ENTRANCE,DOOR,CLEANING,SHOES,WELCOME
1347,STETHOSCOPE,DOCTOR,LISTENING,HEART,HEARTBEAT,INSTRUMENT
1348,HANDLE,DOOR,OPENING,GRIPPING,KNOB,PULLING
1349,TIE,CLOTHING,ELEGANT,FORMAL,NECK,KNOT
1350,CUTTING_BOARD,KITCHEN,CUTTING,WOOD,FOOD,PREPARING
1351,BROOM,CLEANING,FLOOR,CLEANING,SWEEPING,HANDLE
1352,BELT,PANTS,TIGHTENING,WAIST,ACCESSORY,ADJUSTING
1353,VEST,DRESS,WARM,WINTER,JACKET,PROTECTION
1354,SPONGE,ABSORBING,CLEANING,SOFT,POROUS,WASHING
1355,ROLL,PAPER,CYLINDER,TOILET,UNROLLING,ROLLING
1356,CLOTHESPIN,LAUNDRY,HANGING,FASTENING,CLOTHES,CLIP
1357,COMFORTER,BLANKET,BED,WARM,SLEEPING,WINTER
1358,BIB,CHILD,NECK,PROTECTING,EATING,DIRTYING
1359,CRAYON,COLORING,CHILDREN,DRAWING,COLORS,WAX
1360,BOOTS,SHOES,RAIN,MUD,HIGH,WALKING
1361,JEWEL,PRECIOUS,SHINY,RING,NECKLACE,WEARING
1362,BAG,CONTAINER,PLASTIC,PAPER,CARRYING,SHOPPING
1363,PERFUME,FRAGRANCE,SPRAYING,SMELL,BOTTLE,ESSENCE
1364,LADLE,KITCHEN,SERVING,SOUP,SOUP,UTENSIL
1365,TISSUE,NOSE,PAPER,FABRIC,DRYING,TEARS
1366,FRISBEE,THROWING,GAME,FLYING,DISC,CATCHING
1367,TAGLIATELLE,PASTA,FRESH,EGG,LONG,FLAT
1368,FLUTE,INSTRUMENT,MUSICAL,WIND,PLAYING,WOOD
1369,BUCKET,SAND,CHILDREN,BEACH,CONTAINER,WATER
1370,RUBBER_BOAT,BOAT,INFLATABLE,SEA,FLOATING,EMERGENCY
1371,PRINTER,COMPUTER,PAPER,INK,PRINTING,DOCUMENT
1372,KNITWEAR,CLOTHING,WOOL,KNIT,FABRIC,WINTER
1373,PANETTONE,SWEET,CHRISTMAS,RAISINS,CANDIED_FRUIT,TRADITIONAL
1374,TILE,FLOOR,CERAMIC,COVERING,DECORATED,BATHROOM
1375,SODA,BEVERAGE,CARBONATED,COLD,CAN,THIRST
1376,LABYRINTH,PATH,INTRICATE,EXIT,GETTING_LOST,MINOTAUR
1377,SPOTLIGHT,LIGHT,ILLUMINATING,POWERFUL,THEATER,STAGE
1378,PADDLE,CANOE,ROWING,WATER,PROPULSION,NAVIGATING
1379,DRYING_RACK,LAUNDRY,DRYING,CLOTHES,EXTENDING,LAUNDRY
1380,CONFETTI,PARTY,COLORFUL,PAPER,THROWING,CARNIVAL
1381,DOORBELL,RINGING,DOOR,HOUSE,VISITOR,NOTICE
1382,SYRINGE,INJECTION,DOCTOR,LIQUID,NEEDLE,DRUGS
1383,TAPE,WRAPPING,ADHESIVE,GIFT,PACKAGE,DECORATION
1384,PACIFIER,CHILD,NEWBORN,SUCKING,CALMING,PLASTIC
1385,TOMATO,VEGETABLE,RED,SALAD,SAUCE,VEGETABLE
1386,PAJAMAS,SLEEPING,DRESS,NIGHT,COMFORTABLE,BED
1387,SAFFRON,SPICE,YELLOW,RISOTTO,AROMA,COOKING
1388,TISSUE,PAPER,FABRIC,CLEANING,NOSE,DRYING
1389,SLATE,BLACK,TEACHER,CLASS,SCHOOL,CHALK
1390,OAR,CANOE,ROWING,BOAT,PUSH,WATER
1391,GETTING_DRUNK,ALCOHOL,DRINKING,DRUNK,BOTTLE,EXCESS
1392,MARATHON,SERIES,EPISODES,CONSECUTIVE,WATCHING,ENTIRE
1393,TOOTHBRUSH,HYGIENE,CLEANING,TOOTHPASTE,BRISTLES,ORAL
1394,PROVOKING,IRRITATING,REACTION,TRIGGERING,SENSITIVE,DISTURBING
1395,CLOAK,WEARING,GARMENT,WINTER,COVERING,FABRIC
1396,INK,WRITING,CONTAINER,PEN,ANCIENT,FOUNTAIN
1397,SHARING,PUBLISHING,SPREADING,SOCIAL,POST,SHOWING
1398,STRIPES,CROSSING,ROAD,PEDESTRIANS,SIGNAGE,TRAFFIC
1399,SUCTION,FIXING,SURFACE,SUCTION_CUP,BATHROOM,ATTACHING
1400,SMALL_FAN,AIR,FOLDABLE,SUMMER,HOT,FANNING
1401,SAVINGS,MONEY,MONEY,DEPOSIT,COINS,SAVING
1402,RODENT,WHEEL,CAGE,SMALL,ANIMAL,HAMSTER
1403,PINWHEEL,CHILDREN,PARTY,ROTATION,GAME,WIND
1404,PARACHUTE,JUMP,AIR,FALLING,BRAKING,DESCENT
1405,BRUSH,CLEANING,HANDLE,BRISTLES,DIRT,FLOOR
1406,WATER,OPENING,CLOSING,SHOWER,MIXER,SINK
1407,FANTASIZING,IMAGINING,TOGETHER,CHARACTERS,COUPLE,HOPING
1408,META,SOCIAL,COMPANY,FACEBOOK,VIRTUAL,TECHNOLOGY
1409,PRESERVE,VEGETABLE,JAR,BRINE,SWEET_AND_SOUR,VINEGAR
1410,WINDSHIELD,CAR,COLUMN,GLASS,PROTECTIVE,FRONT
1411,SARCOPHAGUS,ANCIENT,EGYPTIAN,TOMB,PHARAOH,CONTAINER
1412,GRASS,GREEN,FIELD,NATURE,EARTH,CUTTING
1413,PAPERCLIP,PAPER,OFFICE,DOCUMENTS,METAL,SMALL
1414,RIPPED_OFF,SWINDLE,FRAUD,DECEIVED,DECEPTION,CHEATED
1415,PIROUETTING,ROTATING,BALLERINA,TURN,DANCE,CLASSICAL
1416,GARMENT,NIGHT,SLEEPING,BUTTONS,BED,COTTON
1417,IGNORING,VIEWING,MESSAGES,CHAT,SILENCE,RESPONSE
1418,CATALONIA,SPAIN,REGION,INDEPENDENCE,CATALAN,GAUDI
1419,SHARP,SHARP,CUT,COOKING,BLADE,SHARP
1420,BEAST,TRANSFORMATION,MOON,LYCANTHROPY,LEGEND,WOLF
1421,BRILLIANT,PRECIOUS,RING,GOLD,DIAMOND,ACCESSORY
1422,SHELTER,WATER,RAIN,OPENING,CLOSING,STORM
1423,HIGHLANDS,SCOTLAND,MOUNTAINS,BAGPIPE,KILT,LAND
