id,parola_target,parola_vietata1,parola_vietata2,parola_vietata3,parola_vietata4,parola_vietata5
908,GÖMÜTSEL ANIT,MEZAR,BOŞ,ANIT,ANMA,TÖREN
909,YALANCI AŞIK,KUR YAPMAK,ABARTILI,GÜLÜNÇ,ISRARCI,DAVRANIŞ
910,TACİK,YATAK,ÇADIR,DOkuma,ÖRTÜ,DECORATİF
911,KOLÇAK,KORUMA,ZIRH,ORTAÇAĞ,KOL,SAVUNMA
912,KAplumbağa,YAVAŞ,KABUK,SÜRÜNGEN,UZUN ÖMÜR,KABUK
913,YAVRUCUK,BEBEK,KÜÇÜK,NAZİK,BEBEK,ŞAİRANE
914,SÜNGÜ,SİLAH,TÜFEK,AĞIZ,ASKER,SALDIRI
915,EĞER TAKIMI,AT,EĞER TAKIMLARI,EĞER,AT BİNMEK,TEÇHİZAT
916,KAKOFONİ,SES,HOŞ OLMAYAN,UYUMSUZLUK,GÜRÜLTÜ,AKORDSUZ
917,KADÜSÜ,SEMBOL,TIP,MERCÜR,YILANLAR,ASA
918,TÜM VÜCUT TULUMU,ELBİSE,BEBEK,TEK PARÇA,TULUM,YENİ DOĞAN
919,BOŞ BOŞ DOLAŞMAK,BOŞA HARCAMAK,ZAMAN,AVARE GEZMEK,EĞLENCE,TEMBELLİK
920,DÜDÜK,SUSMAK,AĞIZ,ÖRTMEK,SANSÜR,ENGELLEMEK
921,PARANORMAL,OLAY,AÇIKLANAMAZ,DOĞAÜSTÜ,HAYALET,GİZEM
922,HIZ GÖSTERGESİ,HIZ,ARABA,GÖSTERGE,ÖLÇMEK,GÖSTERGE PANELİ
923,TABERNAKÜL,KİLİSE,KUTSAL,EUKARİSTİ,SUNAK,SAKLAMAK
924,CARABİNİERİ,SİLAHLI KUVVET,GÜÇ,DÜZEN,ASKERİ,ÜNİFORMA
925,PERUK,SAÇ,TAKMA,KAŞ,ÖRTMEK,TAKMAK
926,SÜRGÜ,KAPATMAK,KAPI,KİLİT,GÜVENLİK,SAVUNMA
927,KAVGA,KAVGA,TARTIŞMA,ATIŞMA,KARIŞIKLIK,DÜZENSİZLİK
928,FISILDAŞMAK,FISILDAŞMAK,ALÇAK SESLE,SOHBET ETMEK,GİZLİ,ALÇAK SESLE
929,OYUNCAK,OYUN,ANTİK,ÇOCUK,BASİT,OYUNCAK
930,SAHTE,SAHTE,SAHTE,ALDATMA,KAĞITLAR,TAKLİT
931,BAKANAL,ŞÖLEN,DEBDEBELİ,ANTİK,ROMALI,ŞARAP
932,SANDIK,MOBİLYA,AHŞAP,KAP,ANTİK,OTURMA
933,PARALELİZM,ÇİZGİLER,KAVRAMLAR,BENZER,GEOMETRİ,PARALEL
934,ARBALET,SİLAH,OK,ORTAÇAĞ,AV,ATMAK
935,PİNOKYO,KUKLA,BURUN,COLLODİ,MASAL,YALAN
936,AÇIMLAMA,METİN,YENİDEN YAZMAK,AÇIKLAMAK,KAVRAM,KENDİ
937,HIRSIZLIK,ÇALMAK,MAĞAZA,GİZLİCE ALMA,HIRSIZLIK,MAL
938,CAMERLENGO,VATİKAN,KARDİNAL,PAPA,KİLİSE,MAKAM
939,YANLIŞ ÇIKARIM,AKIL YÜRÜTME,HATALI,YANLIŞ,MANTIK,YANILTICI
940,SAF,APTA,SAF,SAF,SADE,APTAI
941,PALANGA,KALDIRMAK,İP,MAKARA,AĞIRLIK,MEKANİZMA
942,BATHİSKAF,DENİZALTI,KEŞFETMEK,UÇURUMLAR,DERİNLİK,DENİZ
943,KATHARSİS,ARINMA,KURTULUŞ,DUYGULAR,ARİSTOTELES,TRAGEDYA
944,TEZGAH,MAĞAZA,HİZMET ETMEK,DESTEK,BAR,MÜŞTERİ
945,KAR MASKESİ,ÖRTÜ,YÜZ,SOĞUK,YÜN,MASKE
946,TAGLİATELLE,MAKARNA,EMİLIA,TAZE,GENİŞ,YUMURTA
947,SEDYE TAŞIYICI,SEDYE TAŞIYAN,SANDALYE,TAŞIMAK,ANTİK,ASİL
948,EŞEK ARISI,BÖCEK,UÇMAK,SOKMAK,BÜYÜK,VIZILTI
949,ZAMPONE,DOMUZ,COTECHİNO,YILBAŞI,MERCİMEK,MODENA
950,ÇİFTLİK,ÇİFTLİK,KIRSAL,KIRSAL,TARIMSAL,ÇİFTÇİ
951,BAZİLİSK,MİTOLOJİ,YILAN,ÖLÜMCÜL,EFSANE,YARATIK
952,ÖN CAM,ARABA,CAM,ÖN,GÖRÜŞ,SİLECEK
953,SIG SU,DENİZ,AZ,DERİN,TEHLİKELİ,SEYİR
954,KESKİN,BİLEK,AĞIZ,BIÇAK,SİVRİ,KESMEK
955,ASKERİ ÖĞRENCİ,ASKERİ,AKADEMİ,GENÇ,ÖĞRENCİ,SUBAY
956,İŞİN İÇİNDEN ÇIKMAK,İŞİN İÇİNDEN ÇIKMAK,İŞİN İÇİNDEN ÇIKMAK,AYARLAMAK,HAYATTA KALMAK,DURUM
957,BOŞ ZAMAN UĞRAŞI,HOBİ,EĞLENCE,EĞLENMEK,ZAMAN,BOŞ
958,KAPI TOKMAĞI,KAPI,VURMAK,KAPI ZİLİ,ANTİK,ÇEKİÇ
959,MAKET BIÇAĞI,ALET,AĞIZ,KESMEK,KAĞIT,HASSAS
960,BİCİCİK,BEBEK,KÜÇÜK,SEVGİLİ,SEVECEN,BEBEK
961,BÜYÜK LUNARPARK,BÜYÜK,FUAR,GÖSTERİ,GEZİCİ,AY
962,RENK PALETİ,RESSAM,RENKLER,KARIŞTIRMAK,BOYAMAK,SANAT
963,BOL MANTOLO,MANTOL,ELBİSE,ANTİK,GENİŞ,ÖRTMEK
964,GEVEZE,KONUŞKANLIK,GEVEZELİK,GEVEZE,SÖZEL,KONUŞMAK
965,KAZAN,BÜYÜK,TENCERE,PİŞİRMEK,KAYNATMAK,METAL
966,KORKULUK TAŞI,YOL,İŞARET ETMEK,KORUMA,SINIR,TAŞ
967,HAN,MEKAN,ANTİK,YEMEK,İÇMEK,SAde
968,BARİTON,SES,ERKEK,OPERA,ALÇAK,ŞARKI
969,KALLİOPE,MUSA,ŞİİR,MİTOLOJİ,YUNAN,İLHAM
970,KESTANE,KESTANE,KIŞ,SICAK,KAVRULMUŞ,SOKAK
971,GEVEZELİK,KONUŞMA,UZUN,BİTMEK BİLMEYEN,SIKICI,LAF KALABALIĞI
972,BABUİN,MAYMUN,MAYMUN,HAYVAN,BÜYÜK,AFRİKALI
973,TASMANYA,ADA,AVUSTRALYA,DEVLET,TASMANYA ŞEYTANI,OKYANUSYA
974,PANCAR,SEBZE,KIRMIZI,PANCAR,KÖK,BOYA
975,KAŞAR PEYNİRİ,PEYNİR,GÜNEY,İTALYA,ŞEKİL,ESKİTİLMİŞ
976,KÜREKÇİ,İŞÇİ,KÜREK,KAZMAK,ŞANTİYE,EL İLE
977,PANTOLON,GIYSİ,BACAKLAR,GIYMEK,KEMER,GIYİM
978,İBİK,HOROZ,ET,KIRMIZI,SARKMAK,BOYUN
979,CAFÉ AU LAIT,KAHVE,SÜT,FRANSIZ,İÇECEK,KAHVALTI
980,BAYKUŞ,BAYKUŞ,KUŞ,YIRTIŞ,GECE,BEYAZ
981,SANDALYE,SANDALYE,LEHÇE,MİLANOLU,KÜÇÜK,LOMBARDİYA
982,İNATÇILIK,İNAT,İNAT,İNAT,ISRAR,KARARLILIK
983,ZEVKSİZLİK,KABALIK,KABALIK,AŞIRILIK,KÖTÜ,ZEVK
984,PAREO,ELBİSE,DENİZ,ÖRTMEK,DOkuma,MAYO
985,KURBAĞA-FARE SAVAŞI,SAVAŞ,KURBAĞALAR,FARELER,ŞİİR,YUNAN
986,MAŞA,BÜKMEK,SAÇ,ALET,ANTİK,SICAK
987,MAKARNA,YEMEK,YEMEK,SOS,İTALYAN,BİRİNCİ
988,BABA,BABA,BABA,Ebeveyn,ÇAĞIRMAK,ARGO
989,BRIZZ,APERİTİF,İÇKİ,GENÇLER,TREND,MODA
990,RONALDO,FUTBOL,CRİSTİANO,JUVENTUS,PORTEKİZ,ŞAMPİYON
991,BERLİN,ALMANYA,DUVAR,BAŞKENT,BRANDENBURG,AVRUPA
992,CEVAPSIZ BIRAKMAK,GÖRMEZDEN GELMEK,ORADAN KAYBOLMAK,SOSYAL,MESAJLAR,CEVAP VERMEK
993,DİSS ATMAK,HAKARET ETMEK,RAP,KAPIŞMA,SAVAŞ,ELEŞTİRMEK
994,MESSİ,FUTBOL,BARSELONA,ARJANTİN,FUTBOL TOPU,ŞAMPİYON
995,VENEDİK,GONDOL,KANALLAR,SU,KARNAVAL,İTALYA
996,HOŞLANMAK,ÇIKMA,ÂŞIK OLMAK,İLGİ,ROMANTİK,KİŞİ
997,HAYRANLIK DUYMAK,DESTEKLEMEK,HAYRAN,İDOL,TAKİP ETMEK,DESTEKLEMEK
998,BEZOS,AMAZON,MİLYARDER,UZAY,JEFF,E-TİCARET
999,PARİS,FRANSA,KULE,EİFFEL,SENNE,BAŞKENT
1000,İNEKLEMEK,ÇALIŞMAK,SINAV,HAZIRLANMAK,YOĞUN,ÜNİVERSİTE
1001,UTANÇ,UTANÇ VERİCİ,RAHATSIZLIK,AYIP,SIKINTILI,DURUM
1002,GATES,MICROSOFT,BILL,BİLGİSAYAR,MİLYARDER,VAKIF
1003,AMSTERDAM,HOLLANDA,KANALLAR,BİSİKLET,LALELER,DEĞİRMENLER
1004,SAKİN OL,SAKİN,RAHATLAMIŞ,SAKİN,HUZURLU,ARGO
1005,HEYECANLI,HEYECAN,VIDEO OYUNLARI,TWITCH,YAYIN,BAŞARI
1006,FEDERER,TENİS,İSVİÇRE,WIMBLEDON,ŞAMPİYON,ROGER
1007,KYOTO,JAPONYA,TAPINAKLAR,GELENEKSEL,Geyşalar,ANTİK
1008,BÖLÜM SPOİLERİ,AÇIKLAMAK,ÖNCEDEN SÖYLEMEK,FİLM,DİZİ,OLAY ÖRGÜSÜ
1009,ÇILGINA DÖNMEK,SİNİRLENMEK,SİNİRLİ,ÖFKELİ,KAYBETMEK,KONTROL
1010,PİCASSO,SANAT,KÜBİZM,RESSAM,İSPANYA,PABLO
1011,BARSELONA,İSPANYA,SAGRADA,FAMİLİA,FUTBOL,KATALONYA
1012,HAVA ATMAK,ÖVÜNMEK,ÖVÜNMEK,GÖSTERMEK,ZENGİNLİK,SERGİLEMEK
1013,BOOMER,YAŞLI,NESİL,ESKİ,ZİHİNİYET,DEMODE
1014,EİNSTEİN,GÖRELİLİK,BİLİM İNSANI,DAHİ,FİZİK,ALBERT
1015,DÜBAİ,BİRLEŞİK ARAP EMİRLİKLERİ,GÖKDELENLER,LÜKS,ÇÖL,BURJ
1016,ETİKETLEMEK,SOSYAL,FOTOĞRAF,BAHSEKMEK,TANIMLAMAK,ETİKETLEMEK
1017,TETİKLEMEK,KISKIRTMAK,TEPKİ,SİNİRLENDİRMEK,TETİKLEMEK,DUYGUSALLIK
1018,MADONNA,ŞARKICI,POP,MÜZİK,İKON,KRALİÇE
1019,İSTANBUL,TÜRKİYE,BOĞAZ,CAMİLER,DOĞU,KONSTANTİNİYELİ
1020,DOLANDIRICILIK,ALDATMAK,DOLANDIRICILIK,ŞAKA,ALDATMAK,DÖNMEK
1021,ARKADAŞ BÖLGESİNE KOYMAK,ARKADAŞLIK,REDDETMEK,AŞK,İLİŞKİ,BÖLGE
1022,ZUCKERBERG,FACEBOOK,META,SOSYAL,MİLYARDER,MARK
1023,SYDNEY,AVUSTRALYA,OPERA,EV,OKYANUSYA,LİMAN
1024,SHIPLEMEK,ÇİFT,İLİŞKİ,ARZU ETMEK,KURGU,HAYAL ETMEK
1025,HAYALET AVCILIĞI,KEŞFETMEK,KAÇINMAK,TEMAS,AÇIĞA ÇIKARMAK,TAKİP ETMEK
1026,BEYONCÉ,ŞARKICI,MÜZİK,DİVA,AMERİKA,KRALİÇE
1027,LİZBON,PORTEKİZ,TRAMVAY,TEPELER,ATLANTİK,PASTEİS
1028,ZEVKSİZ,KABA,ZEVKSİZ,ZEVKSİZLER,KABA,ÇÖP
1029,ÖLDÜRMEK,ÖLDÜRMEK,OYUN,ELEMEK,DÜŞMAN,VIDEO OYUNU
1030,MUSK,TESLA,SPACEX,ELON,MİLYARDER,TWITTER
1031,PRAG,CUMHURİYET,ÇEK,ŞATO,KÖPRÜ,CARLO
1032,RANDEVUYU ATLAMAK,RANDEVU,ATLAMAK,KAÇINMAK,BULUŞMA,YOK
1033,KOKLAMAK,ARAMAK,BULMAK,KEŞFETMEK,ORTAYA ÇIKARMAK,KOKLAMAK
1034,TRUMP,CUMHURBAŞKANI,AMERİKA,DONALD,MİLYARDER,SİYASET
1035,BUDAPEŞTE,MACARİSTAN,TUNA,TERMLER,PARLAMENTO,AVRUPA
1036,KAYDIRMAK,KAYDIRMAK,PARMAK,TELEFON,ÇEVİRİMİÇİ FLÖRT,EKRAN
1037,YERİN DİBİNE SOKMAK,ELEŞTİRMEK,SERTÇE,KAMUSAL,SOSYAL,AŞAĞILAMAK
1038,HAMİLTON,FORMULA,PİLOT,LEWİS,ŞAMPİYON,MERCEDES
1039,VİYANA,AVUSTRUSYA,MÜZİK,İMPARATORLUK,TUNA,BAŞKENT
1040,BERBAT,ÇOK KÖTÜ,DAYANILMAZ,HOŞ OLMAYAN,KORKUNÇ,İĞRENÇ
1041,TAKİP ETMEK,TAKİP ETMEK,TAKINTILI BİR ŞEKİLDE,SOSYAL,KONTROL ETMEK,GİZLİCE İZLEMEK
1042,JACKSON,MICHAEL,ŞARKICI,POP,THRILLER,KRAL
1043,ATİNA,YUNANİSTAN,AKROPOL,ANTİK,PARTHENON,MİTOLOJİ
1044,ELEKTRONİK SİGARA İÇMEK,SİGARA,ELEKTRONİK,SİGARA İÇMEK,BUHAR,NİKOTİN
1045,YARILAMAK,BÖLMEK,YARI,PAYLAŞMAK,BÖLÜŞMEK,OBJE
1046,SPİELBERG,YÖNETMEN,SİNEMA,HOLLYWOOD,STEVEN,FİLM
1047,MADRİD,İSPANYA,BAŞKENT,PRADO,PUERTA,PLAZA
1048,APERİTİF,APERİTİF,AKŞAM YEMEĞİ,İÇKİ,BÜFE,SOSYALLEŞMEK
1049,BAĞIMLILIK,DİZİ,TELEVİZYON,BÖLÜMLER,MARATON,İZLEMEK
1050,QUEEN,FREDDİE,MERCURY,ROCK,GRUP,MÜZİK
1051,FLORANSA,İTALYA,TOSKANA,RÖNESANS,KATEDRAL,UFFIZI
1052,Markalaştırmak,MARKA,LOGO,TANITMAK,İMAJ,Pazarlama
1053,SPAM YAPMAK,MESAJLAR,TEKRARLAMAK,ISRAR,REKLAM,GÖNDERMEK
1054,PELÉ,FUTBOL,BREZİLYA,EFSANE,ŞAMPİYON,EDSON
1055,ŞANGAY,ÇİN,METROPOL,GÖKDELENLER,ASİA,NEHİR
1056,BOL GİYİM,GIYSİLER,BÜYÜK,MODA,GIYİM,GENİŞ
1057,KALÇA SALLAMA,DANS ETMEK,KALÇA,HAREKET,TWERKING,SALLAMAK
1058,BIEBER,JUSTIN,ŞARKICI,POP,MÜZİK,KANADALI
1059,BANGKOK,TAYLAND,TAPINAKLAR,ASİA,DOĞU,NEHİR
1060,SİNEMATİK,EFEKT,FİLTRE,VIDEO,FİLM,YÖNETMENLİK
1061,AŞIRI HAYRANLIK,KUR YAPMAK,AŞIRI,YALTAKLIK ETMEK,TAKINTI,TAPMAK
1062,ARMSTRONG,AY,ASTRONOT,NEİL,UZAY,APOLLO
1063,NAPOLİ,İTALYA,VESUVİUS,PİZZA,DENİZ,KÖRFEZ
1064,NERDİ KAFASI,TUTKULU OLMAK,TEKNOLOJİ,KÜLTÜR,ÇİZGİ ROMANLAR,VIDEO OYUNLARI
1065,ZILLENNIAL,NESİL,MİLLENNIAL,GENZ,YARIM,GENÇLER
1066,WOODS,TİGER,GOLF,ŞAMPİYON,SPOR,AMERİKALI
1067,MARRAKEŞ,FAS,MEDİNE,PAZAR,AFRİKA,MİNARELER
1068,PAYLAŞMAK,PAYLAŞMAK,SOSYAL,YAYINLAMAK,İÇERİK,YAYMAK
1069,SESSİZE ALMAK,DEVRE DIŞI BIRAKMAK,SES,MİKROFON,ARAMA,SESSİZLİK
1070,NEWTON,FİZİK,BİLİM İNSANI,YER ÇEKİMİ,ISAAC,ELMA
1071,TORONTO,KANADA,ONTARİO,KULE,AMERİKA,GÖLLER
1072,İSpiyonlamak,İSpiyonlamak,İHANET ETMEK,AÇIKLAMAK,GİZLİ BİLGİ,SIR
1073,BAŞARISIZ OLMAK,BAŞARISIZ OLMAK,BAŞARISIZLIK,YANILMAK,FİYASKO,HAYAL KIRIKLIĞINA UĞRATMAK
1074,NADAL,TENİS,İSPANYA,ŞAMPİYON,RAFAEL,TOPRAK
1075,SİNGAPUR,ASİA,ADA,ŞEHİR,DEVLET,GÖKDELENLER
1076,SAHTE,SAHTE,SAHTE,TAKLİT,YASAKDIŞI,KORSAN
1077,YAYINLAMAK,YAYINLAMAK,YAYINLAMAK,BIRAKMAK,DÜŞMEK,YENİ
1078,TOLKIEN,YÜZÜKLERİN EFENDİSİ,YÜZÜK,HOBİT,YAZAR,FANTASTİK
1079,SEOUL,KORE,ASİA,BAŞKENT,METROPOL,KPOP
1080,KAPİBARA,HAYVAN,KEMİRGEN,GÜNEY AMERİKA,BÜYÜK,SU
1081,ERKEK AÇIKLAMASI,AÇIKLAMAK,ERKEK,KÜÇÜMSEMEYEN,BİLİYORMUŞ GİBİ DAVRANAN,ÜSTÜN
1082,HEMINGWAY,YAZAR,AMERİKALI,NOBEL,ERNEST,ROMANLAR
1083,LONDRA,İNGİLTERE,THAMES,BİG,BEN,BAŞKENT
1084,YAKINLAŞTIRMAK,YAKLAŞMAK,BÜYÜTMEK,VIDEO ARAMALAR,DETAY,GÖRSEL
1085,HOŞLANMAK,ÂŞIK OLMAK,ÇIKMA,İLGİ,ÇEKİM,KİŞİ
1086,EİNSTEİN,FİZİKÇİ,TEORİ,GÖRELİLİK,DAHİ,BİLİM İNSANI
1087,OSLO,NORVEÇ,FİYORTLAR,İSKANDİNAVYA,KUZEY,SOĞUK
1088,DALGA KONUSU OLMUŞ,İNTERNET FENOMENİ,DALGA GEÇİLMİŞ,VİRAL,İNTERNET,ESPRİ
1089,RAHATLAMAK,RAHATLAMAK,SAKİN,SAKİNLEŞMEK,DİNLENMEK,RAHAT
1090,BOLT,JAMAİKA,SPRİNTÇİ,USAİN,OLİMPİYATLAR,ATLETİZM
1091,BERLİN,ALMANYA,DUVAR,BAŞKENT,AVRUPA,KAPI
1092,SAKİNLİK,SAKİNLİK,SAKİNLİK,HUZUR,BARIŞ,RAHATLAMA
1093,YEM,PROVOKE ETMEK,TUZAK,CEZBETMEK,TEPKİ,YEM
1094,FREUD,PSİKANALİZ,PSİKOLOJİ,SIGMUND,BİLİNÇDIŞI,VİYANA
1095,KAHİRE,MISIR,PİRAMİTLER,NİL,SFENKS,FİRAVUNLAR
1096,CEZBETMEK,CEZBETMEK,CEZBETMEK,İLGİ,CİNSEL,UYANDIRMAK
1097,BİLGİLERİNİ İFŞA ETMEK,YAYINLAMAK,VERİLER,KİŞİSEL,GİZLİLİK,KİMLİK
1098,BANKSY,SANATÇI,SOKAK,DUVAR RESİMLERİ,ANONİM,GRAFİTİ
1099,MOSKOVA,RUSYA,KREMLİN,KIZIL MEYDAN,BAŞKENT
1100,DUYGU DURUMU,ATMOSFER,RUH HALİ,HİS,DURUM,RUH HALİ
1101,KALMAK,KALMAK,BAŞARISIZ OLMAK,OKUL,SINAV,YETERSİZ
1102,CHAPLİN,SİNEMA,SESSİZ,CHARLİE,OYUNCU,KOMİK
1103,DELHİ,HİNDİSTAN,ASİA,KİRLİLİK,KAOTİK,TAÇ
1104,ORTAK HİS KONTROLÜ,ANALİZ ETMEK,ATMOSFER,DURUM,HİS,DUYGU DURUMU
1105,SEÇMEK,SEÇMEK,SEÇMEK,OYUNCULAR,SECME SINAVI,ROL
1106,CLİNTON,CUMHURBAŞKANI,BİLL,HİLLARY,AMERİKA,SİYASET
1107,OSAKA,JAPONYA,ŞEHİR,ASİA,ŞATO,TİCARET
1108,FARK ETMEK,GÖRMEK,FARK ETMEK,TESPİT ETMEK,FARK ETMEK,TANIMAK
1109,ATLAMAK,ATLAMAK,KAÇINMAK,GEÇMEK,GÖRMEZDEN GELMEK,AŞMAK
1110,CUMBERBATCH,OYUNCU,SHERLOCK,BENEDİCT,İNGİLİZ,SİNEMA
1111,BOLOGNA,İTALYA,ÜNİVERSİTE,KULELER,EMİLİA,KIRMIZI
1112,ORAN,ORAN,KARŞILAŞTIRMA,KAZANÇ,SOSYAL,TARTIŞMA
1113,YARILAMAK,BÖLMEK,BÖLÜŞMEK,YARI,PAYLAŞMAK,YARIM
1114,JOHANSSON,OYUNCU,SCARLETT,HOLLYWOOD,YENGEÇLER,AMERİKALI
1115,HELSİNKİ,FİNLANDİYA,İSKANDİNAVYA,BALTIK,KUZEY,SAUNA
1116,ARAMAK,ARAMAK,BULMAK,ARZU ETMEK,KEŞFETMEK,TESPİT ETMEK
1117,SINIRLAMAK,SINIRLAMAK,MAKSİMUM,MİKTAR,TEPE,DAYATMAK
1118,ANGELİNA,JOLİE,OYUNCU,HOLLYWOOD,AMERİKALI,SİNEMA
1119,LİON,FRANSA,ŞEHİR,RHONE,MUTFAK KÜLTÜRÜ,İPEK
1120,HATALI,ARIZALI,HATA,ARIZA,VIDEO OYUNU,TEKNİK
1121,TOPLAMAK,TOPLAMAK,KAYNAKLAR,OYUN,YETİŞTİRMEK,TEKRARLAMAK
1122,EDİSON,KAŞİF,AMPUL,THOMAS,ELEKTRİK,BİLİM İNSANI
1123,EDINBURGH,İSKOÇYA,ŞATO,FESTİVAL,HIGHLANDS,BRİTANYA
1124,ŞİŞEYİ AÇMAK,İÇMEK,ALKOL,SARHOŞ OLMAK,ŞİŞE,PARTİ
1125,DROPSHİPPİNG,SATMAK,GÖNDERMEK,E-TİCARET,İŞ,ONLİNE
1126,MARADONA,FUTBOL,ARJANTİN,NAPOLİ,EL,DIEGO
1127,ZÜRİH,İSVİÇRE,BANKALAR,GÖL,ALP,FİNANSAL
1128,ZEVKSİZLEŞMİŞ,KABA,KÖTÜ,ZEVK,ZEVKSİZ,GÜLÜNÇ
1129,GEÇİCİ İLİŞKİ,BULUŞMA,GEÇİCİ,RANDEVU,ROMANTİK,MACERA
1130,PUTİN,CUMHURBAŞKANI,RUSYA,VLADİMİR,KREMLİN,SİYASET
1131,DUBLİN,İRLANDA,GUINNESS,YEŞİL,KELT,AVRUPALI
1132,UTANÇ VERİCİ,UTANÇ VERİCİ,SIKINTILI,RAHATSIZ,GÜLÜNÇ,RAHATSIZLIK
1133,ATMAK,GÖNDERMEK,TOP,MESAJ,GEÇİRMEK,TESLİM ETMEK
1134,TOTTİ,FUTBOLCU,ROMA,FRANCESCO,KAŞIK,KAPTAN
1135,TAİPEİ,TAYVAN,ÇİN,ASİA,ADA,DOĞU
1136,KAVGA ETMEK,KAVGA ETMEK,KAPIŞMA,TARTIŞMA,ÇATIŞMA,REKABET
1137,YAPMAK,YARATMAK,İNŞA ETMEK,ÜRETMEK,GERÇEKLEŞTİRMEK,MINECRAFT
1138,MCCARTNEY,BEATLES,PAUL,MÜZİK,ŞARKICI,GRUP
1139,KRAKOV,POLONYA,ORTAÇAĞ,AVRUPA,DOĞU,VİSTÜL
1140,PAYLAŞILABİLİR,PAYLAŞILABİLİR,SOSYAL,VİRAL,İLGİNÇ,YAYINLAMAK
1141,UĞRAŞMAK,UĞRAŞMAK,ÇABALAMAK,ÇALIŞMAK,TERLEMEK,ÇABA
1142,HAWKİNG,BİLİM İNSANI,STEPHEN,FİZİK,ZAMAN,ENGELLİLİK
1143,MİLANO,İTALYA,MODA,KATEDRAL,GALERİ,LOMBARDİYA
1144,ZARARLI,OLUMSUZ,SIKINTILI,ZARARLI,DAYANILMAZ,İLİŞKİ
1145,CEVAPSIZ BIRAKMAK,GÖRMEZDEN GELMEK,CEVAP VERMEK,DUVAR,GÖRÜNTÜLEMEK,MESAJLAR
1146,MANDELA,GÜNEY AFRİKA,NELSON,APARTHEID,ÖZGÜRLÜK,BARIŞ
1147,CENOVA,İTALYA,LİMAN,LİGURYA,DENİZ,FENER
1148,BAŞ ETME,BAŞ ETME,STRATEJİ,SORUN,YÖNETMEK,MEKANİZMA
1149,AŞIRI HAYRAN,HAYRAN,İTAATKAR,KUR YAPAN,AŞIRI,TAKINTILI
1150,OBAMA,CUMHURBAŞKANI,BARACK,AMERİKA,SİYASET,DEMOKRAT
1151,DUBLİN,İRLANDA,BAŞKENT,GUINNESS,YEŞİL,LIFFEY
1152,DOLANDIRILMIŞ,DOLANDIRICILIK,ALDATILMIŞ,KANDIRILMIŞ,DOLANDIRICILIK,PARA
1153,ŞIK GİYİNMEK,GIYINMEK,ŞIK,MODA,GIYİM,TARZ
1154,MALALA,AKTİVİST,PAKİSTANLI,NOBEL,EĞİTİM,HAKLAR
1155,ATİNA,YUNANİSTAN,AKROPOL,ANTİK,PARTHENON,OLİMPİYATLAR
1156,KIRMAK,İHLAL ETMEK,HACKER,GÜVENLİK,ERİŞİM,ŞİFRE
1157,TAKİP ETMEK,GİZLİCE İZLEMEK,TAKINTILI BİR ŞEKİLDE,KONTROL ETMEK,İZLEMEK,TAKİP ETMEK
1158,GANDHİ,HİNDİSTAN,MAHATMA,BARIŞ,BAĞIMSIZLIK,ŞİDDETSİZLİK
1159,MELBOURNE,AVUSTRALYA,VICTORIA,OKYANUSYA,TENİS,SPOR
1160,KANKA,ARKADAŞ,KARDEŞ,YOLDAŞ,GÜVENİLEN,MÜTTEFİK
1161,İNFLUENCER,SOSYAL,TAKİPÇİLER,SPONSORLUKLAR,İÇERİKLER,TAKİPÇİLER
1162,ROWLING,POTTER,HARRY,YAZAR,KİTAPLAR,JOANNE
1163,FRANKFURT,ALMANYA,FİNANSAL,NEHİR,AVRUPALI,BANKALAR
1164,ÇOK AZ,ÇOK,KÜÇÜK,MİKTAR,EN AZ,HAFİF
1165,FORMSUZLUK,FORMA,FİZİKSEL,EKSİK,ANTRENMAN,TEMBELLİK
1166,HITCHCOCK,SİNEMA,ALFRED,YÖNETMEN,GERİLİM FİLMİ,GERİLİM
1167,MONTERREY,MEKSİKA,AMERİKA,LATİN,DAĞLAR,ENDÜSTRİYEL
1168,UTANÇ ŞÖLENİ,DURUM,UTANÇ VERİCİ,DİZİ,RAHATSIZLIK,RAHATSIZ
1169,İTİBAR,ŞÖHRET,ETKİ,TANINMIŞLIK,POPÜLERLİK,PRESTİJ
1170,MOZART,MÜZİK,KLASİK,WOLFGANG,BESTECİ,SALZBURG
1171,BRÜKSEL,BELÇİKA,AVRUPALI,BAŞKENT,ATOMIUM,GRAND
1172,YEET,FIRLATMAK,ATMAK,ÜNLEM,ARGO,İNTERNET
1173,TAKİPTEN ÇIKMAK,BIRAKMAK,TAKİP ETMEK,SOSYAL,HESAPLAR,TERK ETMEK
1174,VERSACE,MODA,STİLİST,LÜKS,GIANNI,MEDUSA
1175,VARŞOVA,POLONYA,AVRUPA,DOĞU,VİSTÜL,BAŞKENT
1176,SINIRLANMIŞ,SINIRLI,KISITLI,BLOKE OLMUŞ,MAKSİMUM,TEPE
1177,SİNİRLENMİŞ,SİNİRLİ,HAREKETLİ,KIZGIN,VIDEO OYUNLARI,DEVRİLMİŞ
1178,TİGER,WOODS,GOLF,ŞAMPİYON,SPOR,AMERİKALI
1179,BRATİSLAVA,SLOVAKYA,TUNA,AVRUPA,ŞATO,DOĞU
1180,YERİN DİBİNE SOKMAK,DALGA GEÇMEK,ELEŞTİRMEK,DALGA GEÇMEK,TUR,AŞAĞILAMAK
1181,PAYLAŞMAK,YAYINLAMAK,PAYLAŞMAK,SOSYAL,İNTERNET,FOTOĞRAF
